work_id,rater_id,method,dimension,rating
image48,R2,direct,actionability,4
image48,R3,direct,actionability,3
image48,R1,direct,pedagogical,3
image48,R2,direct,pedagogical,3
image48,R3,direct,pedagogical,3
image48,R1,direct,relevance,2
image48,R2,direct,relevance,3
image48,R3,direct,relevance,3
image48,R1,direct,specificity,3
image48,R2,direct,specificity,3
image48,R3,direct,specificity,4
image48,R1,gdeval,actionability,5
image48,R2,gdeval,actionability,5
image48,R3,gdeval,actionability,5
image48,R1,gdeval,pedagogical,5
image48,R2,gdeval,pedagogical,5
image48,R3,gdeval,pedagogical,5
image48,R1,gdeval,relevance,5
image48,R2,gdeval,relevance,5
image48,R3,gdeval,relevance,5
image48,R1,gdeval,specificity,4
image48,R2,gdeval,specificity,5
image48,R3,gdeval,specificity,5
image48,R1,rubric,actionability,3
image48,R2,rubric,actionability,4
image48,R3,rubric,actionability,3
image48,R1,rubric,pedagogical,3
image48,R2,rubric,pedagogical,4
image48,R3,rubric,pedagogical,3
image48,R1,rubric,relevance,4
image48,R2,rubric,relevance,4
image48,R3,rubric,relevance,3
image48,R1,rubric,specificity,4
image48,R2,rubric,specificity,4
image48,R3,rubric,specificity,4
image49,R1,direct,actionability,3
image49,R2,direct,actionability,4
image49,R3,direct,actionability,2
image49,R1,direct,pedagogical,3
image49,R2,direct,pedagogical,3
image49,R3,direct,pedagogical,1
image49,R1,direct,relevance,3
image49,R2,direct,relevance,3
image49,R3,direct,relevance,2
image49,R1,direct,specificity,4
image49,R2,direct,specificity,3
image49,R3,direct,specificity,1
image49,R1,gdeval,actionability,5
image49,R2,gdeval,actionability,5
image49,R3,gdeval,actionability,5
image49,R1,gdeval,pedagogical,4
image49,R2,gdeval,pedagogical,5
image49,R3,gdeval,pedagogical,5
image49,R1,gdeval,relevance,5
image49,R2,gdeval,relevance,5
image49,R3,gdeval,relevance,5
image49,R1,gdeval,specificity,5
image49,R2,gdeval,specificity,5
image49,R3,gdeval,specificity,5
image49,R1,rubric,actionability,3
image49,R2,rubric,actionability,4
image49,R3,rubric,actionability,4
image49,R1,rubric,pedagogical,2
image49,R2,rubric,pedagogical,4
image49,R3,rubric,pedagogical,4
image49,R1,rubric,relevance,3
image49,R2,rubric,relevance,4
image49,R3,rubric,relevance,4
image49,R1,rubric,specificity,4
image49,R2,rubric,specificity,4
image49,R3,rubric,specificity,5
image50,R1,direct,actionability,3
image50,R2,direct,actionability,4
image50,R3,direct,actionability,2
image50,R1,direct,pedagogical,2
image50,R2,direct,pedagogical,3
image50,R3,direct,pedagogical,1
image50,R1,direct,relevance,3
image50,R2,direct,relevance,3
image50,R3,direct,relevance,2
image50,R1,direct,specificity,3
image50,R2,direct,specificity,3
image50,R3,direct,specificity,3
image50,R1,gdeval,actionability,4
image50,R2,gdeval,actionability,5
image50,R3,gdeval,actionability,5
image50,R1,gdeval,pedagogical,5
image50,R2,gdeval,pedagogical,5
image50,R3,gdeval,pedagogical,5
image50,R1,gdeval,relevance,5
image50,R2,gdeval,relevance,5
image50,R3,gdeval,relevance,5
image50,R1,gdeval,specificity,5
image50,R2,gdeval,specificity,5
image50,R3,gdeval,specificity,5
image50,R1,rubric,actionability,3
image50,R2,rubric,actionability,4
image50,R3,rubric,actionability,4
image50,R1,rubric,pedagogical,3
image50,R2,rubric,pedagogical,4
image50,R3,rubric,pedagogical,3
image50,R1,rubric,relevance,3
image50,R2,rubric,relevance,4
image50,R3,rubric,relevance,3
image50,R1,rubric,specificity,3
image50,R2,rubric,specificity,4
image50,R3,rubric,specificity,4
